DW_DATE_KEY|DW_BUDGET_SBU_KEY|DW_BUDGET_ITEM_KEY|BUDGET_AMT|ACTUAL_AMT|VARIANCE
20120831|28|2|616400000|763715151.2|-147315151.2
20120831|29|1|1385000000|1208948790.3|176051209.7
20120831|29|2|288000000|16536735.59|271463264.41
20120831|30|1|1317000000|455648430.51|861351569.49
20120831|30|2|287800000|1254767.3|286545232.7
20120831|31|1|3226000000|3016215174.09|209784825.91
20120831|31|2|668800000|2899326.45|665900673.55
20120831|32|1|1821000000|1161376491|659623509
20120831|32|2|373400000|1412705.99|371987294.01
20120831|33|1|2000000000|685983984.53|1314016015.47
20120831|33|2|424800000|283127290.24|141672709.76
20120831|34|1|1803000000|1097879659.18|705120340.82
20120831|34|2|380600000|3232731.06|377367268.94
20120831|35|1|3058000000|736023080.57|2321976919.43
20120831|35|2|633600000|10541182.29|623058817.71
20120831|36|1|5954000000|0|5954000000
20120831|36|2|595400000|0|595400000
20120831|37|1|11597000000|5975402777.15|5621597222.85
20120831|37|2|0|271439.27|-271439.27
20120831|38|1|2271000000|336703204.69|1934296795.31
20120831|38|2|8198310000|2026472324.92|6171837675.08
20120831|39|1|1540000000|195871900.66|1344128099.34
20120831|39|2|5559400000|84032204.43|5475367795.57
20120831|40|1|1685000000|694460728.81|990539271.19
20120831|40|2|6082850000|890664104.29|5192185895.71
20120831|41|1|1334000000|6059893641.66|-4725893641.66
20120831|41|2|4815740000|0|4815740000
20120831|42|1|817000000|186327199.93|630672800.07
20120831|42|2|2949370000|278617586.11|2670752413.89
20120831|43|1|55107000000|23852660649.23|31254339350.77
20120831|43|2|2755350000|4.58|2755349995.42
20120831|44|1|1895000000|594621662.93|1300378337.07
20120831|44|2|473750000|167038203.24|306711796.76
20120831|45|1|1133000000|183159089.67|949840910.33
20120831|45|2|283250000|18430861.54|264819138.46
20120831|46|1|1815000000|504943783.77|1310056216.23
20120831|46|2|453750000|307777938.69|145972061.31
20120831|47|1|1770000000|464123985.31|1305876014.69
20120831|47|2|442500000|96322872.97|346177127.03
20120831|48|1|1005000000|802255923.32|202744076.68
20120831|48|2|251250000|407668581.41|-156418581.41
20120831|49|1|2138000000|1217206321.17|920793678.83
20120831|49|2|534500000|95286901.55|439213098.45
20120831|50|1|1292000000|388808524.84|903191475.16
20120831|50|2|323000000|89767441.98|233232558.02
20120831|51|1|864000000|191003820.12|672996179.88
20120831|51|2|216000000|20265258.88|195734741.12
20120930|46|2|501500000|300496836.64|201003163.36
20120930|47|1|1956000000|498089878.86|1457910121.14
20120930|47|2|489000000|97364723.83|391635276.17
20120930|48|1|1073000000|546078106.42|526921893.58
20120930|48|2|268250000|391686279.9|-123436279.9
20120930|49|1|2327000000|1276850688.11|1050149311.89
20120930|49|2|581750000|86230874.73|495519125.27
20120930|50|1|1368000000|571475261.75|796524738.25
20120930|50|2|342000000|106239387.81|235760612.19
20120930|51|1|945000000|505638728.8|439361271.2
20120930|51|2|236250000|275233136.91|-38983136.91
20120930|52|1|1292000000|795892598.1|496107401.9
20120930|52|2|323000000|47789606.63|275210393.37
20120930|53|1|1277000000|560145047.44|716854952.56
20120930|53|2|319250000|32744519.37|286505480.63
20120930|54|1|1092000000|161177414.8|930822585.2
20120930|54|2|273000000|34110996.98|238889003.02
20120930|55|1|1521000000|494637901.84|1026362098.16
20120930|55|2|380250000|77161736.39|303088263.61
20120930|56|1|1089000000|224936501.97|864063498.03
20120930|56|2|272250000|10558291.93|261691708.07
20120930|57|1|1029000000|256798689.69|772201310.31
20120930|57|2|257250000|48497591.41|208752408.59
20120930|58|1|1154000000|468387305.43|685612694.57
20120930|58|2|288500000|49221172.83|239278827.17
20120930|59|1|1913000000|681288723.52|1231711276.48
20120930|59|2|478250000|137662538.92|340587461.08
20120930|60|1|1103000000|472051765.15|630948234.85
20120930|60|2|275750000|14102657.01|261647342.99
20120930|61|1|1319000000|640189942.03|678810057.97
20120930|61|2|329750000|6238109.03|323511890.97
20120930|62|1|1166000000|340011973.79|825988026.21
20120930|62|2|291500000|98054966.14|193445033.86
20120930|63|1|1831000000|1590964724.57|240035275.43
20120930|63|2|457750000|261753714.12|195996285.88
20120930|64|1|2971000000|1443116284.46|1527883715.54
20120930|64|2|742750000|17711742.88|725038257.12
20120930|65|1|1356000000|655324467.79|700675532.21
20120930|65|2|339000000|9929406.92|329070593.08
20120930|66|1|1367000000|476410714.19|890589285.81
20120930|66|2|341750000|14969687.29|326780312.71
20120930|67|1|1247000000|671178094.67|575821905.33
20120930|67|2|311750000|24197726.79|287552273.21
20120930|68|1|1678000000|498682332.7|1179317667.3
20120930|68|2|419500000|307284677.13|112215322.87
20120930|69|1|1434000000|632022978.31|801977021.69
20120930|69|2|358500000|20683923.09|337816076.91
20120930|70|1|1541000000|421887659.88|1119112340.12
20120930|70|2|385250000|501682624.96|-116432624.96
20120930|71|1|1133000000|357946176.3|775053823.7
20120930|71|2|283250000|45524817.21|237725182.79
20120930|72|1|873000000|208585083.32|664414916.68
20120930|72|2|218250000|8434597.23|209815402.77
20120930|73|1|1157000000|554042372.76|602957627.24
20120930|73|2|289250000|27325993.17|261924006.83
20120930|74|1|1093000000|284701346.1|808298653.9
20120930|74|2|273250000|248904345.38|24345654.62
20120930|75|1|1729000000|726338833.41|1002661166.59
20120930|75|2|432250000|192972498.87|239277501.13
20120930|76|1|1277000000|460500324.17|816499675.83
20120930|76|2|319250000|116322309.6|202927690.4
20120930|77|1|1470000000|786997853.78|683002146.22
20120930|77|2|367500000|198577472.87|168922527.13
20120930|78|1|1591000000|733138579.66|857861420.34
20120930|78|2|397750000|170239000.87|227510999.13
20120930|79|1|1963000000|392092797.34|1570907202.66
20120930|79|2|490750000|91012880.29|399737119.71
20120930|80|1|1472000000|605331354.9|866668645.1
20120930|80|2|368000000|78213621.14|289786378.86
20120930|81|1|3843000000|1226170946.52|2616829053.48
20120930|81|2|960750000|467141119.58|493608880.42
20120930|82|1|2767000000|2207846977.68|559153022.32
20120930|82|2|691750000|1231998601.62|-540248601.62
20120930|83|1|2218000000|6201.67|2217993798.33
20120930|83|2|554500000|0|554500000
20120930|84|1|2701000000|953134402.54|1747865597.46
20120930|84|2|675250000|94343249.42|580906750.58
20120930|85|1|2428000000|6671858.62|2421328141.38
20120930|85|2|607000000|0|607000000
20120930|86|1|2456000000|603255511.44|1852744488.56
20120930|86|2|614000000|598116677.14|15883322.86
20120930|87|1|2611000000|1201087790.26|1409912209.74
20120930|87|2|652750000|336735840.04|316014159.96
20120930|88|1|2294000000|626410066.27|1667589933.73
20120930|88|2|573500000|283654040.5|289845959.5
20120930|89|1|2640000000|960048560.23|1679951439.77
20120930|89|2|660000000|118143909.71|541856090.29
20120930|90|1|1278000000|843600362.87|434399637.13
20120930|90|2|319500000|284215736.09|35284263.91
20120930|91|1|1111000000|675632401.14|435367598.86
20120930|91|2|222200000|39700416.09|182499583.91
20120930|92|1|1821000000|2443838407.46|-622838407.46
20120930|92|2|364200000|500011584.37|-135811584.37
20120930|93|1|927000000|424933953.64|502066046.36
20120930|93|2|185400000|19983394.7|165416605.3
20120930|94|1|1531000000|587606774.06|943393225.94
20120930|94|2|306200000|59941224.07|246258775.93
20120930|95|1|1189000000|345371381.83|843628618.17
20120930|95|2|237800000|154734845.87|83065154.13
20120930|96|1|1202000000|578141222.54|623858777.46
20120930|96|2|240400000|72259882.84|168140117.16
20120930|97|1|772000000|104371909.71|667628090.29
20120930|97|2|154400000|76760631.67|77639368.33
20120930|98|1|1871000000|846288304.41|1024711695.59
20120930|98|2|374200000|688338300.88|-314138300.88
20120930|99|1|672000000|272305507.26|399694492.74
20120930|99|2|134400000|155026611.3|-20626611.3
20120930|100|1|569000000|2232214.6|566767785.4
20120930|100|2|113800000|3992072.6|109807927.4
20120930|101|1|1211000000|926794797.57|284205202.43
20120930|101|2|242200000|211540986.62|30659013.38
20120930|102|1|1166000000|529351196.32|636648803.68
20120930|102|2|233200000|18306333.35|214893666.65
20120930|103|1|780000000|196266015.44|583733984.56
20120930|103|2|156000000|182031024.49|-26031024.49
20120930|104|1|1595000000|721792640.4|873207359.6
20120930|104|2|319000000|15191820.17|303808179.83
20120930|105|1|992000000|563030673.88|428969326.12
20120930|105|2|198400000|54893791.26|143506208.74
20120930|106|1|492000000|226017838.86|265982161.14
20120930|106|2|98400000|55858136.61|42541863.39
20120930|107|1|737000000|670630171.69|66369828.31
20120930|107|2|147400000|10029906.07|137370093.93
20120930|108|1|0|0|0
20120930|108|2|0|0|0
20120930|109|1|464000000|408127518.19|55872481.81
20120930|109|2|92800000|147710997.71|-54910997.71
20120930|110|1|466000000|288321831.71|177678168.29
20120930|110|2|93200000|10272244.01|82927755.99
20120930|111|1|768000000|419961673.38|348038326.62
20120930|111|2|153600000|5126868.85|148473131.15
20120930|112|1|467000000|351077617.1|115922382.9
20120930|112|2|93400000|65879219.97|27520780.03
20120930|113|1|0|325242.38|-325242.38
20120930|113|2|0|0|0
20120930|114|1|441000000|251432502.06|189567497.94
20120930|114|2|88200000|5068490.02|83131509.98
20120930|115|1|716000000|513684596.25|202315403.75
20120930|115|2|143200000|119420650.05|23779349.95
20120930|116|1|2487000000|923623289.4|1563376710.6
20120930|116|2|497400000|58497163.92|438902836.08
20120930|117|1|1060000000|351469025.66|708530974.34
20120930|117|2|212000000|28493275.51|183506724.49
20120930|118|1|1788000000|2433307381.81|-645307381.81
20120930|118|2|357600000|18719529.92|338880470.08
20120930|119|1|1261000000|1341297073.49|-80297073.49
20120930|119|2|252200000|9259318.32|242940681.68
20120930|120|1|546000000|219137414.67|326862585.33
20120930|120|2|109200000|13388453.78|95811546.22
20120930|121|1|454000000|221151450.02|232848549.98
20120930|121|2|90800000|95371846.19|-4571846.19
20120930|122|1|893000000|335671531.48|557328468.52
20120930|122|2|178600000|23894302.24|154705697.76
20120930|123|1|986000000|548628133.05|437371866.95
20120930|123|2|197200000|107266711.36|89933288.64
20120930|124|1|1004000000|398912258.2|605087741.8
20120930|124|2|200800000|24862659.99|175937340.01
20120930|125|1|893000000|419635810.08|473364189.92
20120930|125|2|178600000|25164590.27|153435409.73
20120930|126|1|736000000|270896311.35|465103688.65
20120930|126|2|147200000|49461960.72|97738039.28
20120930|127|1|800000000|334741066.74|465258933.26
20120930|127|2|160000000|97758852.37|62241147.63
20120930|128|1|15511000000|574498.28|15510425501.72
20120930|128|2|1551100000|0|1551100000
20120930|129|1|1478000000|1090006046.46|387993953.54
20120930|129|2|295600000|30586277.8|265013722.2
20120930|130|1|2230000000|1010519062.38|1219480937.62
20120930|130|2|446000000|58376786.99|387623213.01
20120930|131|1|1311000000|442940011.3|868059988.7
20120930|131|2|262200000|5325332.71|256874667.29
20120930|132|1|2658000000|1770881244.96|887118755.04
20120930|132|2|531600000|19965353.6|511634646.4
20120930|133|1|4395000000|2958890470.5|1436109529.5
20120930|133|2|439500000|11614606.89|427885393.11
20120930|134|1|1362000000|648987385.39|713012614.61
20120930|134|2|272400000|12354347.58|260045652.42
20120930|135|1|2055000000|1534657880.52|520342119.48
20120930|135|2|411000000|104753279.11|306246720.89
20120930|136|1|2153000000|270338.44|2152729661.56
20120930|136|2|430600000|0|430600000
20120930|137|1|1689000000|514986698.21|1174013301.79
20120930|137|2|337800000|10297752.08|327502247.92
20120930|138|1|1372000000|1624637.6|1370375362.4
20120930|138|2|274400000|0|274400000
20120930|139|1|1337000000|977225285.67|359774714.33
20120930|139|2|267400000|35743024.58|231656975.42
20120930|140|1|1167000000|378898498.54|788101501.46
20120930|140|2|233400000|7015091.2|226384908.8
20120930|141|1|843000000|325247472.16|517752527.84
20120930|141|2|168600000|36649250.59|131950749.41
20120930|142|1|1287000000|0|1287000000
20120930|142|2|257400000|0|257400000
20120930|143|1|1347000000|655461598.07|691538401.93
20120930|143|2|269400000|44504823.26|224895176.74
20120930|144|1|1355000000|726972760.77|628027239.23
20120930|144|2|271000000|5266061.25|265733938.75
20120930|145|1|1185000000|435683380.43|749316619.57
20120930|145|2|237000000|21817398.1|215182601.9
20120930|146|1|1101000000|454749111.9|646250888.1
20120930|146|2|220200000|45539035.19|174660964.81
20120930|147|1|731000000|350883661.54|380116338.46
20120930|147|2|146200000|26476288.48|119723711.52
20120930|148|1|1463000000|3333.08|1462996666.92
20120930|148|2|292600000|0|292600000
20120930|149|1|1322000000|368574781.76|953425218.24
20120930|149|2|264400000|7964449.44|256435550.56
20120930|150|1|821000000|291914480.08|529085519.92
20120930|150|2|164200000|10653286.92|153546713.08
20120930|151|1|1615000000|803649462.34|811350537.66
20120930|151|2|323000000|18742211.71|304257788.29
20120930|152|1|1750000000|992455782.49|757544217.51
20120930|152|2|437500000|169198242.71|268301757.29
20120930|153|1|2444000000|1083187775.04|1360812224.96
20120930|153|2|611000000|137288535.29|473711464.71
20120930|154|1|1290000000|789417035.09|500582964.91
20120930|154|2|322500000|51267185.05|271232814.95
20120930|155|1|1079000000|461169144.37|617830855.63
20120930|155|2|269750000|548608.36|269201391.64
20120930|156|1|1434000000|666657253.1|767342746.9
20120930|156|2|358500000|49825139.25|308674860.75
20120930|157|1|1195000000|642550079.78|552449920.22
20120930|157|2|298750000|86007060.71|212742939.29
20120930|158|1|1070000000|1550810377.29|-480810377.29
20120930|158|2|267500000|472817159.51|-205317159.51
20120930|159|1|1547000000|1225825502.1|321174497.9
20120930|159|2|386750000|18691787.6|368058212.4
20120930|160|1|2318000000|527556333.71|1790443666.29
20120930|160|2|579500000|2045219.6|577454780.4
20120930|161|1|44807000000|14480203889.39|30326796110.61
20120930|161|2|4480700000|11816152.07|4468883847.93
20121031|65|1|1439000000|687152063.31|751847936.69
20121031|65|2|359750000|12398855.25|347351144.75
20121031|66|1|1448000000|475217274.47|972782725.53
20121031|66|2|362000000|13521078.44|348478921.56
20121031|67|1|1331000000|561228776.71|769771223.29
20121031|67|2|332750000|26026435.05|306723564.95
20121031|68|1|1787000000|645706711.61|1141293288.39
20121031|68|2|446750000|408633668.51|38116331.49
20121031|69|1|1548000000|754170418.64|793829581.36
20121031|69|2|387000000|18804703.44|368195296.56
20121031|70|1|1646000000|497711862.94|1148288137.06
20121031|70|2|411500000|537936763.93|-126436763.93
20121031|71|1|1201000000|461793862.8|739206137.2
20121031|71|2|300250000|45958641.61|254291358.39
20121031|72|1|961000000|220338479.95|740661520.05
20121031|72|2|240250000|6157061.21|234092938.79
20121031|73|1|1237000000|673230963.79|563769036.21
20121031|73|2|309250000|29594039.1|279655960.9
20121031|74|1|1162000000|264588510.73|897411489.27
20121031|74|2|290500000|257117759.68|33382240.32
20121031|75|1|1821000000|773539438.15|1047460561.85
20121031|75|2|455250000|224950833.81|230299166.19
20121031|76|1|1340000000|463335311.14|876664688.86
20121031|76|2|335000000|111724898.41|223275101.59
20121031|77|1|1580000000|809892207.69|770107792.31
20121031|77|2|395000000|309641368.8|85358631.2
20121031|78|1|1675000000|718741427.4|956258572.6
20121031|78|2|418750000|158596835.07|260153164.93
20121031|79|1|2100000000|372141271.91|1727858728.09
20121031|79|2|525000000|149253976.72|375746023.28
20121031|80|1|1549000000|584165348.3|964834651.7
20121031|80|2|387250000|61099046.32|326150953.68
20121031|81|1|4059000000|1235581315.92|2823418684.08
20121031|81|2|1014750000|500528949.82|514221050.18
20121031|82|1|2982000000|1189185617.39|1792814382.61
20121031|82|2|745500000|1247624229.63|-502124229.63
20121031|83|1|2450000000|39864.43|2449960135.57
20121031|83|2|612500000|0|612500000
20121031|84|1|2940000000|905459856.78|2034540143.22
20121031|84|2|735000000|78439051.18|656560948.82
20121031|85|1|2656000000|12467960.27|2643532039.73
20121031|85|2|664000000|0|664000000
20121031|86|1|2638000000|861467850.48|1776532149.52
20121031|86|2|659500000|482804606.7|176695393.3
20121031|87|1|2830000000|1245901963.58|1584098036.42
20121031|87|2|707500000|416751725.74|290748274.26
20121031|88|1|2519000000|484467493.93|2034532506.07
20121031|88|2|629750000|369024418.21|260725581.79
20121031|89|1|2781000000|975013360.18|1805986639.82
20121031|89|2|695250000|80602321.1|614647678.9
20121031|90|1|1348000000|882688485.08|465311514.92
20121031|90|2|337000000|316593573.91|20406426.09
20121031|91|1|1140000000|583599278.6|556400721.4
20121031|91|2|228000000|51685202.38|176314797.62
20121031|92|1|1882000000|1751039843.37|130960156.63
20121031|92|2|376400000|545341561.97|-168941561.97
20121031|93|1|953000000|507579856.27|445420143.73
20121031|93|2|190600000|20698880.54|169901119.46
20121031|94|1|1587000000|630210412.76|956789587.24
20121031|94|2|317400000|56107619.23|261292380.77
20121031|95|1|1255000000|297669986.1|957330013.9
20121031|95|2|251000000|139385870.56|111614129.44
20121031|96|1|1262000000|604728454.28|657271545.72
20121031|96|2|252400000|70350429.62|182049570.38
20121031|97|1|810000000|106094373.06|703905626.94
20121031|97|2|162000000|24228163.08|137771836.92
20121031|98|1|1948000000|841757425.8|1106242574.2
20121031|98|2|389600000|659131037.43|-269531037.43
20121031|99|1|692000000|492293881.15|199706118.85
20121031|99|2|138400000|149030763|-10630763
20121031|100|1|579000000|2184814.44|576815185.56
20121031|100|2|115800000|4118007.27|111681992.73
20121031|101|1|1268000000|580135443.79|687864556.21
20121031|101|2|253600000|211619718.05|41980281.95
20121031|102|1|1221000000|653643668.69|567356331.31
20121031|102|2|244200000|110872491.46|133327508.54
20121031|103|1|802000000|172885724.42|629114275.58
20121031|103|2|160400000|179268049.92|-18868049.92
20121031|104|1|1663000000|919791605.91|743208394.09
20121031|104|2|332600000|173758236.24|158841763.76
20121031|105|1|1013000000|570683089.41|442316910.59
20121031|105|2|202600000|55101060.6|147498939.4
20121031|106|1|499000000|256630239.75|242369760.25
20121031|106|2|99800000|54668478.54|45131521.46
20121031|107|1|751000000|630169320.05|120830679.95
20121031|107|2|150200000|509176557.45|-358976557.45
20121031|108|1|0|0|0
20121031|108|2|0|0|0
20121031|109|1|476000000|404446731.29|71553268.71
20121031|109|2|95200000|143207945.72|-48007945.72
20121031|110|1|478000000|263224407.53|214775592.47
20121031|110|2|95600000|61222382.45|34377617.55
20121031|111|1|799000000|513107839.98|285892160.02
20121031|111|2|159800000|35116953.63|124683046.37
20121031|112|1|479000000|370426205.47|108573794.53
20121031|112|2|95800000|68625704.41|27174295.59
20121031|113|1|0|160316.26|-160316.26
20121031|113|2|0|0|0
20121031|114|1|460000000|340693424.03|119306575.97
20121031|114|2|92000000|6195226.49|85804773.51
20121031|115|1|749000000|431685766.01|317314233.99
20121031|115|2|149800000|118932767.84|30867232.16
20121031|116|1|2596000000|906662530.76|1689337469.24
20121031|116|2|519200000|59084059.56|460115940.44
20121031|117|1|1109000000|375146269.84|733853730.16
20121031|117|2|221800000|32421383.39|189378616.61
20121031|118|1|1835000000|1479788036.55|355211963.45
20121031|118|2|367000000|23085479.09|343914520.91
20121031|119|1|1308000000|1372382455.51|-64382455.51
20121031|119|2|261600000|13693407.98|247906592.02
20121031|120|1|571000000|250074995.38|320925004.62
20121031|120|2|114200000|30839066.24|83360933.76
20121031|121|1|470000000|232357376.02|237642623.98
20121031|121|2|94000000|92821615.18|1178384.82
20121031|122|1|929000000|343501103.85|585498896.15
20121031|122|2|185800000|21206423.86|164593576.14
20121031|123|1|997000000|588714565.63|408285434.37
20121031|123|2|199400000|93491051.15|105908948.85
20121031|124|1|1025000000|401822821.35|623177178.65
20121031|124|2|205000000|24845857.5|180154142.5
20121031|125|1|896000000|395090113.61|500909886.39
20121031|125|2|179200000|26059601.92|153140398.08
20121031|126|1|777000000|296488260.04|480511739.96
20121031|126|2|155400000|48093672.6|107306327.4
20121031|127|1|826000000|354763146.41|471236853.59
20121031|127|2|165200000|120015432.82|45184567.18
20121031|128|1|15835000000|776001.76|15834223998.24
20121031|128|2|1583500000|0|1583500000
20121031|129|1|1543000000|1009473767.04|533526232.96
20121031|129|2|308600000|32721161.34|275878838.66
20121031|130|1|2288000000|1059044950.18|1228955049.82
20121031|130|2|457600000|77607960.05|379992039.95
20121031|131|1|1373000000|458246577.72|914753422.28
20121031|131|2|274600000|10796809.23|263803190.77
20121031|132|1|2706000000|1701273599.94|1004726400.06
20121031|132|2|541200000|28056051.53|513143948.47
20121031|133|1|4519000000|2800365877.62|1718634122.38
20121031|133|2|451900000|13082013.27|438817986.73
20121031|134|1|1411000000|675536052.03|735463947.97
20121031|134|2|282200000|8131459.56|274068540.44
20121031|135|1|2142000000|1565318883.43|576681116.57
20121031|135|2|428400000|80120658.45|348279341.55
20121031|136|1|2239000000|362805.93|2238637194.07
20121031|136|2|447800000|0|447800000
20121031|137|1|1793000000|503894627.02|1289105372.98
20121031|137|2|358600000|4630259.43|353969740.57
20121031|138|1|1416000000|1673083.37|1414326916.63
20121031|138|2|283200000|0|283200000
20121031|139|1|1395000000|956868972.58|438131027.42
20121031|139|2|279000000|25636177.39|253363822.61
20121031|140|1|1212000000|438645396.29|773354603.71
20121130|152|2|479500000|145061150.32|334438849.68
20121130|153|1|2612000000|678614225.77|1933385774.23
20121130|153|2|653000000|116881328.33|536118671.67
20121130|154|1|1446000000|918586294.08|527413705.92
20121130|154|2|361500000|5526908.69|355973091.31
20121130|155|1|1181000000|542058667.9|638941332.1
20121130|155|2|295250000|100563768.96|194686231.04
20121130|156|1|1556000000|623222664.38|932777335.62
20121130|156|2|389000000|34044343.75|354955656.25
20121130|157|1|1293000000|326222301.24|966777698.76
20121130|157|2|323250000|326059.78|322923940.22
20121130|158|1|1236000000|1353680381.63|-117680381.63
20121130|158|2|309000000|473209457.68|-164209457.68
20121130|159|1|1713000000|1420493110.93|292506889.07
20121130|159|2|428250000|20940422.79|407309577.21
20121130|160|1|2642000000|725731097.56|1916268902.44
20121130|160|2|660500000|1668818.39|658831181.61
20121130|161|1|49601000000|14341004716.76|35259995283.24
20121130|161|2|4960100000|12536546.12|4947563453.88
20120731|106|1|478000000|263799408.13|214200591.87
20120731|106|2|95600000|48880794.04|46719205.96
20120731|107|1|709000000|575800084.7|133199915.3
20120731|107|2|141800000|7914072.39|133885927.61
20120731|108|1|0|0|0
20120731|108|2|0|0|0
20120731|109|1|440000000|387540910.91|52459089.09
20120731|109|2|88000000|128701193.42|-40701193.42
20120731|110|1|442000000|225229234.84|216770765.16
20120731|110|2|88400000|784484.29|87615515.71
20120731|111|1|706000000|557686286.49|148313713.51
20120731|111|2|141200000|1834138.02|139365861.98
20120731|112|1|443000000|369378302.49|73621697.51
20120731|112|2|88600000|69015071.68|19584928.32
20120731|113|1|0|58599.06|-58599.06
20120731|113|2|0|0|0
20120731|114|1|403000000|309198075.09|93801924.91
20120731|114|2|80600000|4311042.89|76288957.11
20120731|115|1|650000000|585263981.74|64736018.26
20120731|115|2|130000000|122163983.4|7836016.6
20120731|116|1|2269000000|989288167.86|1279711832.14
20120731|116|2|453800000|71293496.23|382506503.77
20120731|117|1|962000000|371678733.31|590321266.69
20120731|117|2|192400000|22775387.67|169624612.33
20120731|118|1|1694000000|1499328522.53|194671477.47
20120731|118|2|338800000|9972215.59|328827784.41
20120731|119|1|1167000000|1200258879.97|-33258879.97
20120731|119|2|233400000|5615524.75|227784475.25
20120731|120|1|496000000|237307777.94|258692222.06
20120731|120|2|99200000|7167512.44|92032487.56
20120731|121|1|422000000|246698045.69|175301954.31
20120731|121|2|84400000|13164297.49|71235702.51
20120731|122|1|821000000|358824538.75|462175461.25
20120731|122|2|164200000|10538425.35|153661574.65
20120731|123|1|964000000|473164955.66|490835044.34
20120731|123|2|192800000|37708046.08|155091953.92
20120731|124|1|962000000|435284107.93|526715892.07
20120731|124|2|192400000|3254326.04|189145673.96
20120731|125|1|887000000|390215991.38|496784008.62
20120731|125|2|177400000|12180393.44|165219606.56
20121130|21|1|1770000000|921294408.31|848705591.69
20121130|21|2|354000000|203279061.4|150720938.6
20121130|22|1|2029000000|1245384793.06|783615206.94
20121130|22|2|405800000|2782456.32|403017543.68
20121130|23|1|1338000000|339275413.21|998724586.79
20121231||1|0|21191380277.19|-21191380277.19
20121231||2|0|5040105910.59|-5040105910.59
20121231|1|1|2729000000|711726735.1|2017273264.9
20121231|1|2|682250000|1200987.03|681049012.97
20121231|2|1|2095000000|1125541273.76|969458726.24
20121231|2|2|523750000|89864035.75|433885964.25
20121231|3|1|1748000000|999030255.02|748969744.98
20121231|3|2|437000000|3032335.36|433967664.64
20121231|4|1|1410000000|169328799.83|1240671200.17
20121231|4|2|352500000|28177929.53|324322070.47
20121231|5|1|1403000000|813466358.16|589533641.84
20121231|5|2|350750000|60682161.53|290067838.47
20121231|6|1|1539000000|2164448359.36|-625448359.36
20121231|6|2|384750000|1665230252.6|-1280480252.6
20121231|7|1|1623000000|671011994.95|951988005.05
20121231|7|2|324600000|129018991.64|195581008.36
20121231|8|1|3393000000|1132558397.99|2260441602.01
20121231|8|2|678600000|341083723.02|337516276.98
20121231|9|1|1500000000|661989383.66|838010616.34
20121130||1|0|32631902845.25|-32631902845.25
20121130||2|0|4758936484.05|-4758936484.05
20121130|1|1|2649000000|598266366.56|2050733633.44
20121130|1|2|662250000|1655473.83|660594526.17
20121130|2|1|2019000000|1115330515.18|903669484.82
20121130|2|2|504750000|64873884.25|439876115.75
20121130|3|1|1660000000|997443200.19|662556799.81
20121130|3|2|415000000|2501647.11|412498352.89
20121130|4|1|1356000000|237665626.93|1118334373.07
20121130|4|2|339000000|28420324.65|310579675.35
20121130|5|1|1344000000|727841392.53|616158607.47
20121130|5|2|336000000|63067240.03|272932759.97
20121130|6|1|1499000000|554910331.64|944089668.36
20121130|6|2|374750000|2470883.68|372279116.32
20121130|7|1|1557000000|779125940.78|777874059.22
20121130|7|2|311400000|132393967.5|179006032.5
20121130|8|1|3225000000|1123721796.07|2101278203.93
20121130|8|2|645000000|340226636.9|304773363.1
20121130|9|1|1428000000|388567812.12|1039432187.88
20121130|9|2|285600000|87581503.62|198018496.38
20121130|10|1|2845000000|1223387065.37|1621612934.63
20121130|10|2|569000000|226619566.38|342380433.62
20121130|11|1|1908000000|900171801.52|1007828198.48
20121130|11|2|381600000|239946553.72|141653446.28
20121130|12|1|1852000000|559487866.26|1292512133.74
20121130|12|2|370400000|409657087.12|-39257087.12
20121130|13|1|2516000000|835034685.65|1680965314.35
20121130|13|2|503200000|852403716.67|-349203716.67
20121130|14|1|1556000000|838218780.01|717781219.99
20121130|14|2|311200000|47935490.48|263264509.52
20121130|15|1|2191000000|509787178.55|1681212821.45
20121130|15|2|438200000|252763937.62|185436062.38
20121130|16|1|2976000000|1789119857.27|1186880142.73
20121130|16|2|595200000|12331107.4|582868892.6
20121130|17|1|1753000000|677002543.79|1075997456.21
20121130|17|2|350600000|13647918.29|336952081.71
20121130|18|1|2128000000|386548069.55|1741451930.45
20121130|24|1|1897000000|1377682108.97|519317891.03
20121130|24|2|379400000|10351808.65|369048191.35
20121130|25|1|1607000000|534410779.14|1072589220.86
20121130|25|2|321400000|1715155.15|319684844.85
20121130|26|1|2436000000|1350606249.59|1085393750.41
20121130|26|2|487200000|3165950266.58|-2678750266.58
20121130|27|1|1886000000|491375380.49|1394624619.51
20121130|27|2|377200000|6652971.79|370547028.21
20121130|28|1|3392000000|2336848722.61|1055151277.39
20121130|28|2|678400000|638798448.12|39601551.88
20121130|29|1|1550000000|828978255.95|721021744.05
20121130|29|2|310000000|22153892.83|287846107.17
20121130|30|1|1683000000|393453961.27|1289546038.73
20121130|30|2|336600000|6116075.5|330483924.5
20121130|31|1|3580000000|2786636749.31|793363250.69
20121130|31|2|716000000|2125834.58|713874165.42
20121130|32|1|1959000000|1675347598.87|283652401.13
20121130|32|2|391800000|4606234.63|387193765.37
20121130|33|1|2372000000|858380584.61|1513619415.39
20121130|33|2|474400000|263696926.96|210703073.04
20121130|34|1|2103000000|1095835443.34|1007164556.66
20121130|34|2|420600000|2093581.67|418506418.33
