DW_DATE_KEY|D_TRANSACTION_TYPE_KEY|DW_ACCOUNT_TYPE_KEY|AMOUNT
20120814|4|7|80000000
20120814|5|312|117510.55
20120814|5|362|7420
20120814|2||1966569504.77
20120814|5|321|150541.42
20120814|5|106|0.07
20120814|5|238|8.23
20120814|2|363|74950
20120814|2|311|863287.8
20120814|5|284|345909.26
20120814|2|228|22935228.55
20120814|2|281|13011.14
20120814|2|87|345909.26
20120814|2|250|116674215.68
20120814|5|294|40689205.22
20120814|5|229|203162900.94
20120814|2|328|1975853.85
20120814|3|255|642447903.73
20120814|5|10|70160
20120814|5|14|77265.22
20120814|2|227|932484708.74
20120814|5|333|24989475.32
20120814|5|359|16774.2
20120814|1|264|267629100
20120814|5|87|143865.94
20120814|2|120|55573691.04
20120814|2|312|23
20120814|2|18|3000000000
20120814|5|122|1843946
20120814|5|283|6357.81
20120814|4|118|100
20120814|2|131|50000
20120814|5|234|1977620.39
20120814|2|111|4179379.44
20120814|2|349|26000
20120814|2|355|134894.17
20120814|5|6|1404293027.48
20120814|5|316|8365301.66
20120814|2|229|114451902.38
20120814|5|124|1513101.34
20120814|2|121|368405942
20120814|5|258|1711582865.1
20120814|6|258|842276.1
20120814|2|6|769095785.11
20120814|5|313|530700
20120814|2|330|937799.18
20120814|2|261|2668114766.61
20120814|2|1|115924187.5
20120814|1|229|69440
20120814|5|354|4474.66
20120814|4|227|644.94
20120814|2|23|1033689000
20120814|4|260|1074220
20120814|5|292|247.48
20120814|2|338|8.23
20120814|2|91|6357.81
20120814|5|247|515.44
20120814|4|126|50110
20120814|5|291|3047.66
20120814|2|94|247.64
20120814|2|316|6612738.76
20120814|2|358|3193897.5
20120814|2|337|813.23
20120814|2|258|854909633.29
20120814|2|356|267600
20120814|2|2|4104500
20120814|5|347|1500
20120814|2|353|161023.5
20120814|2|107|3320564.84
20120814|5|85|201230.96
20120814|5|358|40950
20120814|5|327|0.15
20120814|5|323|88000
20120814|5|111|3117756.73
20120814|2|354|851216.91
20120814|5|227|408620771.67
20120814|5|281|3530404.38
20120814|2|124|13724101.34
20120814|2|362|796580.78
20120814|5|255|532262507.08
20120814|5|264|1141199188.16
20120814|2|224|497535
20120814|5|11|457375
20120814|2|95|8661202.19
20120814|4|261|35096160.25
20120814|2|237|6.99
20120814|6|261|37719315.68
20120814|3|8|4578395
20120814|2|115|332089442.08
20120814|5|7|27393996977.13
20120814|1|7|80000000
20120814|5|330|5224.06
20120814|4|124|19860000
20120814|5|329|54.64
20120814|1|111|79150
20120814|5|120|53914342.45
20120814|2|104|6770042.89
20120814|5|303|1146161.74
20120814|5|83|246094.29
20120814|2|327|0.15
20120814|2|332|515.44
20120814|2|384|345500
20120814|2|85|4780494.73
20120814|3|6|602787465.61
20120814|5|282|4800923.23
20120814|5|250|57898821.49
20120814|5|286|13770491.81
20120814|5|13|2151862.75
20120814|2|260|18188121533.75
20120814|2|88|20428.98
20120814|4|316|13936.55
20120814|5|235|49074.96
20120814|2|86|6000473.86
20120814|2|329|49074.96
20120814|5|377|345500
20120814|1|261|17353700
20120814|2|234|2469.55
20120814|4|258|826545751.25
20120814|2|347|596444
20120814|5|1|72107318
20120814|6|260|4331430.16
20120814|5|308|19337.93
20120814|4|311|12648.24
20120814|2|345|14250
20120814|5|104|2203369.56
20120814|1|118|3868464.44
20120814|5|118|445352.47
20120814|5|16|10300000000
20120814|2|118|448267.66
20120814|2|106|393569.8
20120814|5|293|393569.73
20120814|2|105|1392256.03
20120814|5|126|38460
20120814|1|316|120004.76
20120814|2|309|9834.49
20120814|5|79|2512483.94
20120814|2|359|819587.26
20120814|2|10|5692.96
20120814|2|313|9000
20120814|5|107|4664275.58
20120814|2|333|43782431.96
20120814|5|328|695.56
20120814|1|258|2077878243.33
20120814|4|2|9897000
20120814|2|7|26146578876.08
20120814|2|235|1102.51
20120814|1|124|3800000
20120814|5|23|784768000
20120814|5||6620951481.59
20120814|2|16|12500000000
20120814|2|125|27693658674.24
20120814|2|122|3539500
20120814|2|253|1008000
20120814|5|287|0.48
20120814|2|92|3047.66
20120815|5|234|1982156.96
20120815|2|111|2594885
20120815|5|355|4000
20120815|5|284|345532.91
20120815|5|294|40767328.51
20120815|5|309|2236898.84
20120815|5|313|259194.16
20120815|5|9|10266402.96
20120815|2|124|12218806.33
20120815|5|124|3892501.34
20120815|2|337|780.03
20120815|2|6|478834053.07
20120815|5|350|105000
20120815|5|107|1787563.23
20120815|5|307|45928.05
20120815|5|120|53726030.26
20120815|5|12|700
20120815|5|122|970270
20120815|2|118|137902.04
20120815|2|126|1750
20120815|5|283|6357.8
20120815|5|338|0.27
20120815|5|106|3083.81
20120815|2|384|99720
20120815|5|83|246094.29
20120815|6|8|750451046.2
20120815|5|281|3402452.99
20120815|2|309|19668.98
20120815|2|236|6788444.17
20120815|2|86|5805635.85
20120815|5|97|1557377.05
20120815|2|328|1980347.43
20120815|2|329|46578.15
20120815|2|362|664088.74
20120815|5|260|16535033869.89
20120815|5|86|582686.77
20120815|2|7|24372604872.08
20120815|1|7|143300000
20120815|2|312|538.25
20120815|2|115|304671824.19
20120815|2|345|11512.5
20120815|5|118|481557.73
20120815|2|125|30072776146.95
20120815|2|94|333.31
20120815|2|122|2135492
20120815|5|293|395436.53
20120815|5|303|1146161.74
20120815|5|324|1900
20120815|5|238|7.32
20120815|2|8|1945702630.58
20120815|2|227|337042004.87
20120815|2|9|13553986.48
20120815|2|253|2506666.66
20120815|2|88|20428.98
20120815|5|95|6065573.77
20120815|5|10|20064
20120815|2|12|487934.87
20120815|5|358|32535
20120815|4|261|46017980.25
20120815|2|261|1329733354.58
20120815|6|258|88348.81
20120815|2|281|555821.2
20120815|1|258|907956949.58
20120815|6|260|2886256.5
20120815|4|227|270.1
20120815|5|353|500
20120815|5|337|0.41
20120815|5|330|1210.7
20120815|2|120|56482453.55
20120815|2|16|14200000000
20120815|5|18|3000000000
20120815|2|235|79051.84
20120815|2|332|515.37
20120815|2|106|395436.61
20120815|5|126|180645
20120815|5||1975122928.05
20120815|2|359|3000
20120815|2|363|147000
20120815|2|2|12582610
20120815|5|6|1083847768.14
20120815|2|229|320156035.73
20120815|2|10|29130
20120815|2|255|13269723.15
20120815|5|255|422496111.44
20120815|5|377|99720
20120815|1|2|66346500
20120815|5|311|653442.16
20120815|5|229|149366097.54
20120815|6|261|58845955.92
20120815|4|2|2933500
20120815|4|311|5289.57
20120815|4|124|1755000
20120815|4|126|38930
20120815|2|105|1392256.03
20120815|2|91|6357.8
20120815|5|87|13076.81
20120815|5|319|2900
20120815|2|97|3551912.57
20120815|2|264|867740918.07
20120815|2|121|391889398.09
20120815|5|224|455194.74
20120815|2|224|618878.74
20120815|5|121|467802155.82
20120815|2|13|244393.49
20120815|2|347|2249143.63
20120815|3|255|380067564.41
20120815|5|261|1250390872.22
20120815|2|237|1.69
20120815|1|316|1.32
20120815|5|312|366156.36
20120815|1|118|3177079.38
20120815|5|125|30072776146.95
20120815|5|314|173000
20120815|2|93|150.31
20120815|2|92|3095.17
20120815|5|93|1874.06
20120815|2|316|267121.98
20120815|2|250|44738177.82
20120815|5|250|26882876.71
20120815|5|79|2470644.7
20120815|2|350|268092.85
20120815|4|1|7074261528.71
20120815|1|1|7549672921.87
20120815|5|2|60997555
20120815|2|87|345532.91
20120815|4|229|3956413.45
20120815|2|254|3098581.46
20120815|2|95|12202185.79
20120815|5|13|2695869
20120815|5|235|46578.15
20120815|2|260|16546755300.41
20120815|5|11|473169.6
20120815|2|258|1381786834.39
20120815|2|11|50000
20120815|5|264|567873535.37
20120815|1|264|34170000
20120815|5|347|69106.39
20120815|1|111|63975
20120815|5|23|54000000
20120815|5|287|0.47
20120815|4|6|457500
20120815|2|104|4566673.37
20120815|1|120|38220
20120815|5|316|8614886.98
20120815|4|316|12673.05
20120815|5|111|5067698.75
20120815|2|355|69655
20120815|3|6|455652723.99
20120815|5|227|329221464.72
20120815|5|85|11906339.4
20120815|5|236|19054486.75
20120815|5|333|596793.91
20120815|2|333|19850675.62
20120815|2|330|991550.41
20120815|2|358|1522000
20120815|5|258|1526950873.15
20120815|2|356|330500
20120815|4|258|780766278.08
20120815|6|229|12033842.83
20120815|3|8|4051834.59
20120815|5|1|83129705
20120815|2|228|128839.63
20120815|5|16|12500000000
20120815|2|23|250000000
20120815|5|321|134927.02
20120815|2|131|31379122.5
20120815|5|288|150.31
20120815|5|286|15754098.36
20120815|2|353|260909
20120815|2|354|695640.02
20120815|2|1|118165506.83
20120815|5|228|3310620.52
20120815|5|282|4838558.55
20120815|2|234|2631.06
20120815|2|85|4818130.05
20120815|5|237|781.31
20120815|5|292|333.15
20120815|1|261|42417600
20120815|6|6|1495400
20120815|4|264|393958550
20120815|5|328|452.86
20120815|5|8|1058021542.25
20120815|5|308|157747.82
20120815|1|229|199584
20120815|5|7|24126646119.76
20120815|4|7|95500000
20120815|2|282|111055.65
20120815|5|115|304562961.67
20120815|5|247|515.37
20120815|2||2151500484.1
20120815|5|291|3095.17
20120815|2|338|7.26
20120815|2|238|0.33
20120816|5|111|2022835
20120816|5|311|81760.21
20120816|5|85|1672716.11
20120816|2|86|7388213.7
20120816|5|86|9062473.33
20120816|2|328|1989164.28
20120816|2|264|746290551.28
20120816|2|2|1980000
20120816|4|258|585224162.81
20120816|2|347|1105401.05
20120816|1|228|82735.07
20120816|2|7|28903652539.52
20120816|5|7|28963771714.24
20120816|1|229|722080
20120816|1|118|3571372.05
20120816|2|92|3137.02
20120816|5|104|58004347.82
20120816|5|288|132.06
20120816|2|94|358.38
20120816|5|83|246094.29
20120816|5|250|162835672.58
20120816|5|229|154485868
20120816|2|311|28716.28
20120816|2|236|8803927.67
20120816|2|9|14025414.5
20120816|5|264|857652155.48
20120816|2|358|1661631.5
20120816|1|258|778373312.09
20120816|5|237|852.68
20120816|5|292|358.22
20120816|1|2|59770000
20120816|1|261|14082690
20120816|5|347|10000
20120816|5|353|2500
20120816|5|312|165028.85
20120816|5|120|56001327.82
20120816|4|118|105
20120816|5|247|515.38
20120816|2|125|30625026592.35
20120816|2|1|71566164.24
20120816|3|6|392115286.88
20120816|2|228|18191868.8
20120816|2|281|9005070.02
20120816|2|85|4659270.31
20120816|2|95|8745901.64
20120816|6|260|8224426.69
20120816|6|261|40166663.16
20120816|2|107|39482.96
20120816|2|235|22044.31
20120816|2|106|401075.37
20120816|2|122|1843946
20120816|2|118|151707.98
20120816|2|105|1392256.04
20120816|2||2228480490.86
20120816|5|23|950000000
20120816|2|332|515.38
20120816|4|6|1267500
20120816|5|234|1990479.33
20120816|2|316|86719.67
20120816|2|111|2333025
20120816|2|354|1239667.5
20120816|4|1|7494361481.38
20120816|2|97|5606557.37
20120816|2|329|36499.4
20120816|5|333|98661.74
20120816|5|124|7275419.33
20120816|2|255|67189734.83
20120816|5|258|912074618.98
20120816|5|313|2050625
20120816|5|377|172750
20120816|4|264|514168000
20120816|5|8|1032041485.4
20120816|5|107|1788221.3
20120816|5|358|26250
20120816|2|227|437146970.83
20120816|5|283|6357.8
20120816|5|293|401075.3
20120816|5|303|1146161.75
20120816|2|91|6357.8
20120816|5|238|8.47
20120816|2|384|172750
20120816|5|126|222355
20120816|2|338|8.46
20120816|5|131|700000
20120816|5|291|3137.02
20120816|2|16|9800000000
20120816|2|18|3200000000
20120816|5|125|30625026592.35
20120816|2|355|10100
20120816|5|284|345108.47
20120816|6|8|690215604.45
20120816|5|281|4839815.99
20120816|2|309|20204.9
20120816|5|236|18477249.49
20120816|2|333|19299167.53
20120816|2|362|1520372.24
20120816|2|260|19796250843.18
20120816|5|13|2595635.02
20120816|2|124|2515065.11
20120816|2|6|414356055.68
20120816|6|6|10210000
20120816|6|229|19628267.91
20120816|2|234|3912.1
20120816|2|261|722847894.87
20120816|1|316|30.1
20120816|4|2|11117000
20120816|5|87|172370.88
20120816|2|79|118.77
20120816|5|118|8287691.47
20120816|5|314|42200
20120816|5||2437805365.6
20120816|5|16|14200000000
20120816|5|287|0.48
20120816|5|286|14352459.01
20120816|2|353|179450
20120816|5|2|65162500
20120816|5|6|890126979.48
20120816|5|228|1282516.48
20120816|2|330|968787.42
20120816|2|88|20428.96
20120816|5|95|9606557.38
20120816|4|316|22622.87
20120816|2|14|200000
20120816|3|255|340026381.9
20120816|6|258|10015573.62
20120816|4|261|18005320
20120816|2|350|43800
20120816|2|356|165450
20120816|1|111|29900
20120816|2|237|16.3
20120816|3|8|8620094.34
20120816|4|311|3293.66
20120816|2|351|40140
20120816|2|345|5300
20120816|5|321|914660.65
20120816|2|238|0.01
20120816|2|23|2400000000
20120816|1|115|2000000
20120816|5|106|0.07
20120816|2|93|132.06
20120816|4|126|59230
20120816|2|126|16840
20120816|5|316|7998603.47
20120816|2|250|78659792.39
20120816|2|87|345108.47
20120816|2|229|185448653.47
20120816|5|306|10646790.3
20120816|2|254|1725000
20120816|5|235|36499.4
20120816|5|260|19780422141.85
20120816|5|121|319870577.09
20120816|5|255|300842202.8
20120816|2|337|843.75
20120816|2|11|504000
20120816|5|11|172750
20120816|5|1|59205325
20120816|4|227|13150
20120816|5|115|264437739.96
20120816|5|337|7.37
20120816|5|328|2597.05
20120816|3|115|430000
20120816|1|124|479000
20120816|4|124|482000
20120816|2|120|58018516.79
20120816|5|122|912080
20120816|2|131|7659750
20120816|2|8|1621606105.82
20120816|1|1|7305127833.47
20120816|5|227|438560913.01
20120816|5|282|4684180.41
20120816|5|79|2586735.29
20120816|5|294|41278684.15
20120816|4|229|6196403
20120816|5|309|1898925.49
20120816|5|9|22215557
20120816|2|12|91696.4
20120816|5|224|172750
20120816|2|224|172750
20120816|2|121|387030543.74
20120816|2|13|10448672.31
20120816|1|264|658285000
20120816|2|258|851089787.95
20120816|5|261|711222841.41
20120816|2|115|263468315.83
20120816|5|362|30000
20120816|2|104|64881507.65
20120817|2|97|32308743.18
20120817|2|253|185500
20120817|5|6|924275618.73
20120817|3|6|444993692.12
20120817|5|328|299282.2
20120817|2|121|3425200508.07
20120817|5|292|1417.97
20120817|5|236|84630186.81
20120817|2|85|23054808.49
20120817|2|235|45789.24
20120817|2|87|1646618.86
20120817|1|261|9428790
20120817|5|238|40.26
20120817|5|87|2924348.84
20120817|5|321|107298.72
20120817|5|118|851927.18
20120817|2|93|660.26
20120817|2|105|6961280.14
20120817|2|227|387392962.32
20120817|5|224|329500
20120817|2|384|142800
20120817|5|377|142800
20120817|5|9|17811054.33
20120817|5|79|12653976.46
20120817|2|6|671661841.15
20120817|2|358|1849327.5
20120817|2|362|9563897.09
20120817|5|121|3426074700.71
20120817|5|237|3878.88
20120817|3|255|282088472.75
20120817|5|228|3230500.86
20120817|6|258|10000000
20120817|6|8|640793573.03
20120817|2|350|30350
20120817|4|264|430034990
20120817|5|7|26241719859.35
20120817|1|264|495313520
20120817|5|319|51707
20120817|2|95|42144808.74
20120817|5|104|8595785.4
20120817|5|125|27575034774.37
20120817|5|23|800000000
20120817|2|346|400000
20120817|2||5731122814.05
20120817|5|316|25698692.01
20120817|2|260|23074489374.68
20120817|2|328|9749117.88
20120817|2|353|156430
20120817|6|229|6213989.11
20120817|2|237|5.66
20120817|2|264|977910532.19
20120817|2|351|4038253.38
20120817|2|355|85500
20120817|5|311|315325.86
20120817|5|293|2018064.15
20120817|2|106|2016478.48
20120817|2|118|151845.71
20120817|5|309|2008024.02
20120817|2|313|551250
20120817|2|125|27575034774.37
20120817|2|345|60033809.65
20120817|3|115|4246344
20120817|5|18|3200000000
20120817|2|359|150
20120817|5|11|39300
20120817|5|227|419122589.49
20120817|5|255|281939146.65
20120817|2|330|4828629.97
20120817|4|258|815123002.84
20120817|2|281|75256.6
20120817|4|316|6949.17
20120817|1|111|117150
20120817|5|247|2577.08
20120817|1|118|3908264.29
20120817|5|314|158800
20120817|5|288|660.26
20120817|5|1|32742454
20120817|5|13|2790590.9
20120817|5|94|84.94
20120817|5|294|206934746.23
20120817|5|287|2.37
20120817|5|337|0.28
20120817|2|284|1802.79
20120817|5|250|49945619.99
20120817|5|286|74453551.92
20120817|5|313|1408518
20120817|5|258|1357575017.9
20120817|2|229|144361146.54
20120817|5|333|964302.37
20120817|1|229|2208561.71
20120817|5|124|8931678.11
20120817|5|115|558416165.03
20120817|5|92|1640.83
20120817|2|104|30395772.79
20120817|2|7|26155998157.79
20120817|5|303|5730808.69
20120817|4|311|8097.58
20120817|5|362|0.01
20120817|2|13|394824.3
20120817|5|120|87782919.91
20120817|2|88|102144.92
20120817|4|2|44752000
20120817|2|316|155700.99
20120817|2|337|3873.5
20120817|5|14|4724
20120817|2|236|11801711.88
20120817|4|261|60203880
20120817|5|261|1243238400.98
20120817|2|258|964155305.86
20120817|1|258|1679916167.43
20120817|5|8|933661516.86
20120817|2|333|88641336.13
20120817|2|356|2380985
20120817|6|261|38063450.51
20120817|5|229|95351933.73
20120817|5|86|306855.05
20120817|6|260|3882600.26
20120817|2|92|17226.37
20120817|5|106|45222.4
20120817|2|309|54343.56
20120817|5|95|6150273.22
20120817|5|283|31789.04
20120817|1|7|117000000
20120817|2|224|186700
20120817|2|12|6167
20120817|5|234|9750790.5
20120817|2|234|35569043.18
20120817|5|97|2054644.81
20120817|2|354|3845061
20120817|5|284|1716749.43
20120817|1|1|8749758564.81
20120817|5|282|23333764.68
20120817|5|260|23072995790.79
20120817|2|111|6118069.92
20120817|2|11|10000
20120817|5|281|16250303.54
20120817|2|261|842232715.5
20120817|3|8|10570700.34
20120817|2|8|1879976834.81
20120817|4|229|6097316.7
20120817|5|264|927263009.07
20120817|2|1|65792567.7
20120817|2|228|18992.38
20120817|5|235|180711.43
20120817|2|282|927.04
20120817|5|107|8818155.67
20120817|4|124|23000000
20120817|2|115|573915454.51
20120817|5|126|3240
20120817|4|118|245986.5
20120817|2|338|40.26
20120817|5|122|343054
20120817|2|23|950000000
20120817|2|94|1418.77
20120817|4|126|106845
20120817|2|16|8000000000
20120817|5|312|123862.12
20120817|2|18|4500000000
20120817|4|6|800000
20120817|1|120|3000
20120817|2|250|244862948.19
20120817|4|1|9964768978.9
20120817|5|2|112460500
20120817|2|2|14342000
20120817|1|2|314147000
20120817|2|10|142800
20120817|2|86|38144509.5
20120817|5|111|2059000.05
20120817|5|85|3224437.74
20120817|2|347|786984.94
20120817|2|329|188037.05
20120817|2|255|25543909.25
20120817|2|124|31533721.42
20120817|2|332|2577.08
20120817|5|291|17439.62
20120817|2|292|81.27
20120817|2|91|31789.04
20120817|5|83|1230471.45
20120817|2|131|2893000
20120817|5|16|9800000000
20120817|5||2298505401.93
20120817|6|6|1406519
20120817|2|120|80436167.92
20120817|2|9|41649329.76
20120817|4|227|437.72
20120817|5|327|1057.65
20120817|2|327|105.77
20120822|2|111|3022863.08
20120822|2|356|703030
20120822|6|8|643074638.86
20120822|1|1|7819137763.14
20120822|5|6|1130009531.31
20120822|2|264|545759458.67
20120822|2|328|1915915.15
20120822|5|311|86359.46
20120822|5|9|73052890
20120822|2|347|586287.19
20120822|5|236|18297002.66
20120822|2|6|562842945.01
20120822|2|97|1157103.82
20120822|2|235|91105.36
20120822|2|383|38406690
20120822|6|260|2567674.75
20120822|2|228|333957.28
20120822|2|7|28947635308.62
20120822|1|7|24400000
20120822|2|359|3000
20120822|5|106|44331.51
20120822|5|314|325800
20120822|5|118|9377106.47
20120822|5|23|1550000000
20120822|5|288|132.03
20120822|2|332|520.52
20120822|4|316|9972.48
20120822|2|354|725596
20120822|2|8|1614636903.7
20120822|5|260|26015553307.02
20120822|5|121|274311580.25
20120822|2|362|1127458.35
20120822|6|6|19346992.9
20120822|5|86|177473.83
20120822|2|333|19229274.71
20120822|2|95|4098360.66
20120822|5|13|3919501.33
20120822|5|376|38406690
20120822|1|258|407629397.88
20120822|4|261|15320960
20120822|4|2|1338000
20120822|5|347|53422.28
20120822|5|337|3.06
20120822|5|333|46015.75
20120822|5|7|29242653448.09
20120822|5|330|42649.48
20120822|4|311|8517.87
20120822|5|120|53891581.99
20120822|2|227|339820294.54
20120822|5|104|13323003.83
20120822|5|238|8.06
20120822|5|122|565062
20120822|2|122|1882350
20120822|5|287|0.47
20120822|5|309|1823931.94
20120822|5|85|7522299.85
20120822|5|282|4665260.81
20120822|2|87|343244.28
20120822|5|316|9858101.24
20120822|2|316|633714.94
20120822|2|2|9241055
20120822|5|294|41287173.75
20120822|2|9|10505073.1
20120822|2|88|20428.97
20120822|5|235|99247.31
20120822|3|8|7047000
20120822|5|350|1000
20120822|2|313|110000
20120822|2|338|8.06
20120822|5|321|72752.63
20120822|5|247|520.52
20120822|2|92|3489.2
20120822|4|229|13076336.84
20120822|5|79|2835761.02
20120822|5|228|358650.88
20120822|5|284|343244.28
20120822|5|111|3021254.09
20120822|2|350|261250
20120822|2|353|2529912.5
20120822|4|1|6951969518.28
20120822|5|250|46789932.81
20120822|2|260|26016743047.5
20120822|5|10|357085
20120822|2|224|357085
20120822|5|261|11179969792.47
20120822|2|261|11730919554.1
20120822|5|124|1317108.42
20120822|2|1|133384746.6
20120822|2|86|6339625.14
20120822|2|337|7543.34
20120822|2|345|98750
20120822|1|264|433707000
20120822|4|227|13416.61
20120822|2|115|260265993.94
20120822|1|261|333830
20120822|2|23|1300000000
20120822|2|118|289901.01
20120822|1|120|44220
20120822|4|118|73614.01
20120822|4|126|9665
20120822|2|234|15658.26
20120822|2|85|4644832.31
20120822|2|355|320740
20120822|5|286|5255464.48
20120822|2|121|258928469.73
20120822|5|255|461771557.21
20120822|2|124|8544117.62
20120822|5|313|505911.61
20120822|5|95|29166666.67
20120822|1|2|35308500
20120822|5|328|10489.84
20120822|5|358|19368
20120822|2|106|413505.68
20120822|5|293|413505.63
20120822|1|118|5506842.48
20120822|5|1|33186715
20120822|5|83|246094.29
20120822|5|303|1146161.75
20120822|2||1686746063.25
20120822|5||4802781470
20120822|5|229|103892310.13
20120822|5|2|141972500
20120822|2|79|20205.93
20120822|2|255|26756813.03
20120822|5|292|305.84
20120822|6|258|10000
20120822|2|258|613242887.2
20120822|2|13|86024383.66
20120822|2|330|1747503.89
20120822|5|258|661797739.06
20120822|5|8|892094815.73
20120822|6|261|14212045.65
20120822|2|237|5.42
20120822|1|316|101.03
20120822|5|312|83825.08
20120822|2|120|96656145.36
20120822|5|115|258467686.48
20120822|5|16|8000000000
20120822|2|131|1787575
20120822|2|229|90705685.74
20120822|5|306|15000
20120822|5|227|523286350
20120822|5|281|3833387.19
20120822|2|351|383866.7
20120822|3|6|617079856.08
20120822|5|264|827995671.33
20120822|2|12|180580.46
20120822|5|97|64275956.29
20120822|1|111|113975
20120822|5|87|629628.78
20120822|5|125|27775401699.01
20120822|2|125|27775401699.01
20120822|5|126|220280
20120822|2|94|306
20120822|2|91|6357.81
20120822|5|291|3489.2
20120822|5|92|2092.8
20120822|2|309|28101.95
20120822|5|234|1921026.79
20120822|2|281|290597.34
20120822|2|349|50000
20120822|2|250|89136558.98
20120822|5|237|7545.7
20120822|3|255|318716352.91
20120822|2|236|308328991.52
20120822|2|329|101296.49
20120822|2|358|2722645
20120822|4|264|307589300
20120822|4|258|351078955.73
20120822|1|229|433321
20120822|6|229|9945142.73
20120822|5|107|1726745.89
20120822|5|353|5900
20120822|2|16|4000000000
20120822|5|18|9500000000
20120822|2|18|3260000000
20120822|2|104|17930934
20120822|5|283|6357.81
20120822|2|105|1392256.04
20120822|2|93|132.03
20120822|2|372|1006173.12
20120822|2|126|218800
20120823|5|6|743814999.32
20120823|5|281|3290778.82
20120823|5|282|4646851.35
20120823|2|250|125631309.48
20120823|2|349|6047325.81
20120823|6|8|760041192.61
20120823|2|8|1554067237.82
20120823|5|311|652868.5
20120823|2|328|1875234.4
20120823|5|237|2013.69
20120823|1|261|9002500
20120823|2|333|18400316.92
20120823|2|258|1082906083.21
20120823|6|258|860000
20120823|6|6|1777453.71
20120823|2|253|35342592.74
20120823|5|88|482591.2
20120823|2|282|14649.59
20120823|5|328|68.46
20120823|1|358|10250
20120823|5|291|3188.57
20120823|5|323|81000
20120823|5|18|3260000000
20120823|2|23|1500000000
20120823|4|118|415622.68
20120823|5|93|1209.32
20120823|5|85|1442313.62
20120823|2|228|205930.44
20120823|5|284|344334.7
20120823|5|250|40737289.7
20120823|4|1|9331377508.7
20120823|1|1|9543999976.54
20120823|2|236|6221005.44
20120823|2|86|6569083.54
20120823|5|13|2426871.27
20120823|2|13|1833137.35
20120823|2|362|65070287.81
20120823|2|281|6178.05
20120823|4|258|1066773465.63
20120823|1|229|4778518.39
20120823|2|7|27742622400.73
20120823|4|2|6108000
20120823|2|188|24023.45
20120823|2|79|835.87
20120823|1|118|2163450.05
20120823|2|16|4000000000
20120823|2|104|48405346.42
20120823|5|12|1006.98
20120823|5|283|6225.67
20120823|5|303|1146161.74
20120823|5|288|112.84
20120823|2|227|400349147.46
20120823|5|228|2196652.29
20120823|5|286|6795833.33
20120823|5|294|39349745.84
20120823|2|345|297439801.98
20120823|2|350|35728973.43
20120823|5|309|2012252.68
20120823|2|264|1278128392.65
20120823|4|264|626032810
20120823|5|255|328138824.2
20120823|2|88|17311.74
20120823|2|2|1698000
20120823|5|229|163263242.21
20120823|1|2|51091500
20120823|4|227|26239.36
20120823|5|7|27460311404.93
20120823|2|351|178434
20120823|5|330|19960.7
20120823|5|188|24023.45
20120823|5|355|2250
20120823|1|362|3450
20120823|2|120|42297423.95
20120823|2||2619118355
20120823|2|92|3188.57
20120823|2|126|21550
20120823|5|287|0.48
20120823|5|321|89794.24
20120823|2|125|27967702939.59
20120823|5|238|7.82
20120823|2|85|4626809.22
20120823|2|316|710667.45
20120823|2|309|70174.95
20120823|5|235|34210.23
20120823|2|337|2012.5
20120823|2|1|131884857.68
20120823|1|258|1443566428.29
20120823|2|6|257971724.76
20120823|5|254|13397459.67
20120823|5|9|15022100
20120823|5|313|1682383.34
20120823|5|8|1150447220.22
20120823|3|8|18355430.63
20120823|6|261|12194885.1
20120823|5|1|76269590
20120823|4|311|4612.27
20120823|5|293|399900.79
20120823|5|23|6600000000
20120823|5|91|156434.54
20120823|5|83|246094.29
20120823|2|226|110178.88
20120823|3|6|410166377.28
20120823|5|316|12635706.85
20120823|5|111|3991750.82
20120823|4|229|10435876.4
20120823|2|358|4990483
20120823|4|261|53895265
20120823|5|292|370.58
20120823|5|333|1529366.23
20120823|5|95|1502732.24
20120823|2|237|1.19
20120823|1|111|33700
20120823|5|107|2005434.45
20120823|2|235|247169.46
20120823|2|332|536.74
20120823|5|125|27967702939.59
20120823|5|106|7803653.1
20120823|2|18|8478000000
20120823|2|91|6225.67
20120823|2|93|112.84
20120823|5|226|110178.88
20120823|5|234|1876219.33
20120823|5|2|75582000
20120823|5|227|476406766.2
20120823|2|355|55826
20120823|2|260|21125619062.98
20120823|5|264|1199871163.85
20120823|5|121|389417012.48
20120823|2|261|4200388650.36
20120823|5|86|374748.36
20120823|5|258|1807792830.65
20120823|2|329|34210.23
20120823|2|330|971171.62
20120823|2|347|854878.93
20120823|1|316|3.07
20120823|2|107|6340163.94
20120823|6|260|3195730.4
20120823|3|115|20250000
20120823|5|118|2726258.45
20120823|5|126|128160
20120823|5|247|536.74
20120823|2|118|223211.59
20120823|2|115|388368657.75
20120823|5|104|45156979.07
20120823|2|131|4888500
20120823|2|87|344334.7
20120823|2|111|2476056.83
20120823|2|354|605674
20120823|2|229|140206024.94
20120823|2|12|89830.25
20120823|5|236|17366033.68
20120823|2|9|16552995.17
20120823|2|97|2943374.31
20120823|2|95|3852459.02
20120823|2|124|4756426.91
20120823|2|346|145000
20120823|6|229|4848733.43
20120823|5|87|775514.06
20120823|5|115|347773478.54
20120823|1|264|449255000
20120823|5|120|18764491.09
20120823|5||2751401388.6
20120823|5|92|84831.25
20120823|4|126|92990
20120823|5|122|1522071.05
